date,event
2019-03-19,"['Special Olympics World Games (multiple sports)', 'ISU World Figure Skating Championships (figure skating)', 'Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-20,"['Special Olympics World Games (multiple sports)', 'ISU World Figure Skating Championships (figure skating)', 'Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-21,"['Special Olympics World Games (multiple sports)', 'ISU World Figure Skating Championships (figure skating)', 'Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-22,"['ISU World Figure Skating Championships (figure skating)', 'Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-23,"['ISU World Figure Skating Championships (figure skating)', 'Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-24,"['ISU World Figure Skating Championships (figure skating)', 'Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-25,"['Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-26,"['Official or friendly matches (football men)', 'Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-27,"['Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-28,"['Miami Open presented by Itaú (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2019-03-29,"['Miami Open presented by Itaú (tennis)', 'Formula 1 Gulf Air Bahrain Grand Prix (Formula 1)']"
2019-03-30,"['Miami Open presented by Itaú (tennis)', 'Formula 1 Gulf Air Bahrain Grand Prix (Formula 1)']"
2019-03-31,"['Miami Open presented by Itaú (tennis)', 'Formula 1 Gulf Air Bahrain Grand Prix (Formula 1)']"
2019-04-01,"['World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-02,"['World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-03,"['World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-04,"['Grand National 2019 (horse racing)', 'IIHF Ice Hockey Women’s World Championship (ice hockey women)', 'World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-05,"['Grand National 2019 (horse racing)', 'IIHF Ice Hockey Women’s World Championship (ice hockey women)', 'World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-06,"['Grand National 2019 (horse racing)', 'IIHF Ice Hockey Women’s World Championship (ice hockey women)', 'World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-07,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', 'World Men’s Curling Championship 2019 (curling men)', 'Volvo Car Open (tennis women)']"
2019-04-08,['IIHF Ice Hockey Women’s World Championship (ice hockey women)']
2019-04-09,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', 'Champions League Quarterfinals Leg 1 (football men)']"
2019-04-10,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', 'Champions League Quarterfinals Leg 1 (football men)', '8th European Championships Artistic Gymnastics (artistic gymnastics)']"
2019-04-11,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', '8th European Championships Artistic Gymnastics (artistic gymnastics)', 'Golf Masters Tournament Augusta (golf men)']"
2019-04-12,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', '8th European Championships Artistic Gymnastics (artistic gymnastics)', 'Golf Masters Tournament Augusta (golf men)', 'ISU World Synchronised Skating Championships (synchronised skating)', 'Formula 1 UBS Chinese Grand Prix (Formula 1)']"
2019-04-13,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', '8th European Championships Artistic Gymnastics (artistic gymnastics)', 'Golf Masters Tournament Augusta (golf men)', 'ISU World Synchronised Skating Championships (synchronised skating)', 'Formula 1 UBS Chinese Grand Prix (Formula 1)', 'Monte-Carlo Rolex Masters (tennis men)']"
2019-04-14,"['IIHF Ice Hockey Women’s World Championship (ice hockey women)', '8th European Championships Artistic Gymnastics (artistic gymnastics)', 'Golf Masters Tournament Augusta (golf men)', 'ISU World Synchronised Skating Championships (synchronised skating)', 'Formula 1 UBS Chinese Grand Prix (Formula 1)', 'Monte-Carlo Rolex Masters (tennis men)']"
2019-04-15,['Monte-Carlo Rolex Masters (tennis men)']
2019-04-16,"['Monte-Carlo Rolex Masters (tennis men)', 'Champions League Quarterfinals Leg 2 (football men)']"
2019-04-17,"['Monte-Carlo Rolex Masters (tennis men)', 'Champions League Quarterfinals Leg 2 (football men)']"
2019-04-18,['Monte-Carlo Rolex Masters (tennis men)']
2019-04-19,['Monte-Carlo Rolex Masters (tennis men)']
2019-04-20,"['Monte-Carlo Rolex Masters (tennis men)', 'Fed Cup Semifinals (tennis women)', 'Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)']"
2019-04-21,"['Monte-Carlo Rolex Masters (tennis men)', 'Fed Cup Semifinals (tennis women)', 'Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)']"
2019-04-22,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)']"
2019-04-23,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)']"
2019-04-24,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)']"
2019-04-25,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)', 'NFL Draft 2019 (American football)']"
2019-04-26,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)', 'NFL Draft 2019 (American football)', 'Formula 1 Baku Grand Prix (Formula 1)']"
2019-04-27,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)', 'NFL Draft 2019 (American football)', 'Formula 1 Baku Grand Prix (Formula 1)']"
2019-04-28,"['Porsche Tennis Grand Prix (tennis women)', 'Barcelona Open BancSabadell (tennis men)', '2019 ITTF World Championships (table tennis)', 'Formula 1 Baku Grand Prix (Formula 1)']"
2019-05-01,['Champions League Semifinals Leg 1 (football men)']
2019-05-03,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)']"
2019-05-04,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)']"
2019-05-05,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)']"
2019-05-06,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)']"
2019-05-07,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'Champions League Semifinals Leg 2 (football men)']"
2019-05-08,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'Champions League Semifinals Leg 2 (football men)']"
2019-05-09,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)']"
2019-05-10,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'Formula 1 Gran Premio de España Pirelli (Formula 1)', 'IIHF Ice Hockey World Championship (ice hockey men)']"
2019-05-11,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'Formula 1 Gran Premio de España Pirelli (Formula 1)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)']"
2019-05-12,"['Mutua Madrid Open (tennis)', 'UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'Formula 1 Gran Premio de España Pirelli (Formula 1)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)']"
2019-05-13,"['UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)']"
2019-05-14,"['UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)']"
2019-05-15,"['UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)']"
2019-05-16,"['UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)', '35th European Championships in Rhythmic Gymnastics (rhythmic gymnastics)']"
2019-05-17,"['UEFA European Under-17 Championship (football men)', 'UEFA Women’s Under-17 Championship (football women)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)', '35th European Championships in Rhythmic Gymnastics (rhythmic gymnastics)']"
2019-05-18,"['UEFA European Under-17 Championship (football men)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)', '35th European Championships in Rhythmic Gymnastics (rhythmic gymnastics)']"
2019-05-19,"['UEFA European Under-17 Championship (football men)', 'Internazionali BNL d’Italia (tennis)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'PGA Championship (golf men)', '35th European Championships in Rhythmic Gymnastics (rhythmic gymnastics)']"
2019-05-20,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)']"
2019-05-21,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)']"
2019-05-22,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)']"
2019-05-23,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'Formula 1 Grand Prix de Monaco (Formula 1)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-05-24,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', '11th European Championships in Aerobic Gymnastics (aerobic gymnastics)', 'Formula 1 Grand Prix de Monaco (Formula 1)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-05-25,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', '11th European Championships in Aerobic Gymnastics (aerobic gymnastics)', 'Formula 1 Grand Prix de Monaco (Formula 1)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-05-26,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', '11th European Championships in Aerobic Gymnastics (aerobic gymnastics)', 'Formula 1 Grand Prix de Monaco (Formula 1)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-05-27,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-05-28,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-01,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)', 'US Women’s Open (golf women)', '2019 European Rowing Championships (rowing)']"
2019-06-02,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)', 'US Women’s Open (golf women)', '2019 European Rowing Championships (rowing)']"
2019-06-03,"['Official or friendly matches (football men)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)', 'US Women’s Open (golf women)']"
2019-06-04,"['Official or friendly matches (football men)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-05,"['Official or friendly matches (football men)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-06,"['Official or friendly matches (football men)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-07,"['Official or friendly matches (football men)', 'FIFA Women’s World Cup France (football women)', 'Formula 1 Grand Prix du Canada (Formula 1)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-08,"['Official or friendly matches (football men)', 'FIFA Women’s World Cup France (football women)', 'Formula 1 Grand Prix du Canada (Formula 1)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-09,"['Official or friendly matches (football men)', 'FIFA Women’s World Cup France (football women)', 'Formula 1 Grand Prix du Canada (Formula 1)', 'Roland Garros (tennis)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-10,"['Official or friendly matches (football men)', 'FIFA Women’s World Cup France (football women)', 'US Open (golf men)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-11,"['Official or friendly matches (football men)', 'FIFA Women’s World Cup France (football women)', 'US Open (golf men)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-12,"['FIFA Women’s World Cup France (football women)', 'US Open (golf men)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-13,"['FIFA Women’s World Cup France (football women)', 'US Open (golf men)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-14,"['FIFA Women’s World Cup France (football women)', 'US Open (golf men)', 'Copa America 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
2019-06-15,"['FIFA Women’s World Cup France (football women)', 'US Open (golf men)', 'Copa America 2019 (football men)', 'Le Mans 24 Hours (racing)', 'Gerry Weber Open (tennis men)', 'Nature Valley Classic (tennis women)', '2019 CONCACAF Gold Cup (football men)', '2019 Africa Cup of Nations (football men)', 'FIFA U-20 World Cup Poland 2019 (football men)', 'FIFA U-20 World Cup Poland 2019 (football)']"
