ds,event,total,Predicted_total,capacity,corona,ramadan_season,world_cup,pre_hajj_season,eid_al_fitr,eid_al_adha,expo_2020,air_show,diwali,comicon_dubai,international_expo,formula_1_grand_prix,shopping_festival,dubai_marathon,midterm_break,hajj_season,economic_slowdown,global_financial_tension,oil_price_surge
2022-11-24,[],454.0,466.8948975183709,491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14,[],415.0,403.1012676780156,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-19,['ramadan_season'],156.0,229.7970947987924,516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-29,[],124.0,127.88869550186196,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-28,[],144.0,124.91237621321972,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17,['ramadan_season'],320.0,320.56376892654475,354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-29,[],151.0,140.61978463264907,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,['ramadan_season'],27.0,42.995624614967895,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-21,[],95.0,73.40787065241629,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,[],167.0,161.61989938324533,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,['summer_season'],161.0,148.27896038435182,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-10,[],331.0,306.29155134822946,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-23,[],113.0,101.36711418559442,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,"['hajj_season', 'summer_season']",132.0,147.44503290227345,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-02-07,[],286.0,269.1792515781377,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30,['spring_season'],169.0,145.7583345189527,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,['summer_season'],607.0,586.1623417558461,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,[],274.0,288.40475148826886,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-23,[],159.0,156.29572018245528,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-13,[],338.0,325.71900287217704,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-18,[],321.0,303.3545285574358,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,['ramadan_season'],151.0,147.763997570376,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-22,[],160.0,155.16210458426613,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-22,['summer_season'],146.0,195.57181757733892,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03,"['ramadan_season', 'spring_season']",36.0,50.63944526076087,144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13,['ramadan_season'],100.0,88.56012664334057,172.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,[],129.0,127.47591663208212,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07,[],43.0,59.18022279555248,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,[],287.0,320.3129065328112,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-06,[],263.0,211.78143272054865,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,['summer_season'],237.0,207.8981994433857,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11,['spring_season'],500.0,388.325201152845,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-15,[],234.0,241.65529054521437,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,[],184.0,183.22086619997063,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18,[],97.0,129.20400759905897,298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-24,[],345.0,335.82747302769053,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-05,[],346.0,399.3143551824147,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,['christmas_season'],181.0,177.61832421572706,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-15,['ramadan_season'],305.0,310.0657955488567,356.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-04,['summer_season'],155.0,121.01528270246268,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,"['hajj_season', 'eid_al_adha', 'summer_season']",512.0,407.19016243349967,519.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-04-10,['ramadan_season'],164.0,166.74590337581583,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-29,['christmas_season'],269.0,251.50666237855103,279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-09,[],169.0,130.1689156830273,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14,[],403.0,372.34314230056674,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,['spring_season'],151.0,150.16066770770064,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,"['ramadan_season', 'spring_season']",172.0,167.40081147904883,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14,[],157.0,139.94140245843795,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-13,['summer_season'],90.0,89.58042703152034,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,[],170.0,160.0338641582565,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,"['hajj_season', 'eid_al_adha', 'summer_season']",94.0,122.45866096319013,166.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-06,['spring_season'],261.0,311.9207772005432,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,['ramadan_season'],322.0,313.68402891804595,360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26,['spring_season'],275.0,266.9905183182565,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-01,[],137.0,151.8299698979706,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,['spring_season'],335.0,316.6332562197827,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,"['hajj_season', 'eid_al_adha', 'summer_season']",423.0,432.5501069348912,489.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-12-12,[],485.0,503.9834088740014,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-09,['summer_season'],312.0,288.76721938580226,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-02,[],118.0,94.88953052314464,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-14,[],341.0,340.0782058354315,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-10,[],312.0,303.9199710373421,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,"['hajj_season', 'eid_al_adha', 'summer_season']",301.0,314.70812324212017,360.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-21,['spring_season'],155.0,117.96809273539104,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,['ramadan_season'],311.0,326.8583005836446,360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,[],167.0,126.7343983939448,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-17,[],352.0,343.3441316406002,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-31,"['ramadan_season', 'spring_season']",207.0,213.57909847064525,360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,['spring_season'],109.0,141.60541057881773,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-24,['summer_season'],249.0,237.41676550174813,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20,[],268.0,219.66970185279,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,['ramadan_season'],132.0,211.0012705670501,354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-15,[],181.0,180.3277865493897,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,['summer_season'],264.0,173.8856058363172,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,[],409.0,409.5956033035627,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-18,[],299.0,247.14127516505468,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15,[],140.0,129.07868957422522,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-03,['summer_season'],230.0,114.63809560452802,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-30,['christmas_season'],605.0,605.7501879735187,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-26,[],230.0,172.4115848910571,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-23,[],274.0,269.58751833505886,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-05,[],431.0,466.0048316057576,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-23,['summer_season'],226.0,246.3579423845225,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-17,['spring_season'],298.0,279.480590688866,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-10,[],377.0,368.64772869573176,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,['summer_season'],604.0,608.2202169280606,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,[],173.0,157.7592561782969,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-28,[],310.0,281.68112372390334,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-24,['christmas_season'],298.0,295.0184882980883,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05,['ramadan_season'],308.0,280.42656036419567,354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-18,[],256.0,292.51451328574444,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-30,[],159.0,216.09287303969003,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,['summer_season'],159.0,151.91926028591834,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,[],276.0,288.9273808196712,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,[],166.0,160.27859208013487,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-22,[],55.0,82.44625720050355,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-30,[],296.0,293.4640761183664,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-15,[],468.0,363.5933348445096,491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,['summer_season'],197.0,243.644131178404,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,['summer_season'],176.0,254.54334366142024,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-25,['christmas_season'],398.0,423.05667624483294,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-11,[],307.0,352.30296641441385,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08,['spring_season'],484.0,443.3999124342983,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,[],320.0,237.7314571468106,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-11,[],206.0,295.5407264834324,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-24,"['ramadan_season', 'spring_season']",79.0,86.2306507937926,166.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,[],149.0,132.83241992705646,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-05,['summer_season'],404.0,421.0358110319957,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,[],491.0,486.8693245392285,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,['summer_season'],430.0,328.2543392377668,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12,['spring_season'],399.0,385.7792016854192,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-09,[],172.0,238.4940830268345,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,['ramadan_season'],45.0,53.42360322253099,166.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,[],22.0,55.03281636508114,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,[],273.0,308.61417843749626,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07,[],68.0,81.49204027988658,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-23,"['hajj_season', 'summer_season']",87.0,158.593061599499,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-09-30,[],357.0,340.7369357886236,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-24,['christmas_season'],110.0,269.17746985108096,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-01,[],70.0,119.67077894739772,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,['summer_season'],603.0,606.8853002961395,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-20,['summer_season'],424.0,412.3763558381684,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,['summer_season'],173.0,245.09799081749944,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01,[],216.0,326.4910793690364,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-09,[],350.0,325.9173357430452,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-05,[],231.0,161.84558017786773,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,['christmas_season'],100.0,95.07744138068944,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-04,[],127.0,126.77353674090143,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-12,[],424.0,336.61205999040084,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04,"['ramadan_season', 'spring_season']",410.0,407.1501069801874,428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,['spring_season'],35.0,68.75009228733602,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,['summer_season'],338.0,344.06677082678624,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-31,"['ramadan_season', 'spring_season']",142.0,158.45267496557088,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,['summer_season'],168.0,161.91387340025207,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,['spring_season'],157.0,136.94492246944887,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,['ramadan_season'],100.0,110.26454477645096,166.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-23,[],99.0,117.56528432824882,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,[],243.0,259.10714349007844,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-16,[],346.0,330.8622342958051,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-26,[],122.0,103.56152486936006,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-15,[],139.0,160.4529883662529,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-21,[],130.0,126.91310082745764,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-27,[],247.0,235.0618194555589,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,[],54.0,91.55105448100396,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,[],287.0,184.6418159293692,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,['summer_season'],322.0,259.6621296278727,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-09,[],320.0,156.1305643030438,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-19,['ramadan_season'],98.0,117.46290890268902,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,['ramadan_season'],147.0,152.4580267041781,354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-31,['summer_season'],349.0,348.24511039272534,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-19,['summer_season'],160.0,126.20220956027336,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-08,[],341.0,297.7094247456517,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,['christmas_season'],510.0,488.55393815560166,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,['spring_season'],166.0,138.5138783708723,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-25,"['ramadan_season', 'spring_season']",461.0,456.3635298922077,489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-23,[],268.0,264.8676862150918,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-21,['spring_season'],425.0,405.80809802394697,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-13,['spring_season'],284.0,169.09476029245633,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-25,['summer_season'],353.0,350.6653013116386,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-25,['summer_season'],483.0,485.802186872578,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,['summer_season'],337.0,342.0469484296783,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,[],515.0,341.75947832829667,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-25,['christmas_season'],468.0,433.9426703092532,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-23,['summer_season'],156.0,158.26942835830266,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-24,[],199.0,206.24957278563733,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-19,[],311.0,333.7914140941242,491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-01,[],292.0,278.5934226429849,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,[],132.0,114.17778860481064,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,"['hajj_season', 'eid_al_adha', 'summer_season']",89.0,120.44699626250345,354.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-10-03,[],413.0,366.04350693220914,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-05,[],228.0,159.87940369299804,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-24,"['hajj_season', 'summer_season']",284.0,284.4849892257653,298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-06-20,['summer_season'],344.0,373.8298424610212,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-13,[],133.0,95.13195642945315,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,[],326.0,288.4488117461207,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25,['summer_season'],165.0,150.0121041957097,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13,[],112.0,110.00505123679984,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-14,['summer_season'],87.0,94.2950074331348,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-03,['summer_season'],164.0,158.1836727552055,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-15,[],56.0,102.41620531848103,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05,['spring_season'],327.0,342.7543215989328,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,['ramadan_season'],74.0,118.69479683966192,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-08,['summer_season'],323.0,298.8665960969777,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-03,['summer_season'],387.0,385.3919932185973,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-31,[],218.0,286.6421737006341,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,['summer_season'],325.0,346.8543326192517,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-21,[],175.0,173.99340774768638,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03,[],250.0,286.9774593558213,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24,['summer_season'],491.0,476.40169625718886,517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,[],415.0,373.50564093830286,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22,['eid_al_fitr'],354.0,352.9115724080727,360.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-20,[],347.0,341.3609290757738,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-09,[],279.0,277.00312991218567,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,"['hajj_season', 'summer_season']",75.0,81.51145154638749,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-12-06,[],333.0,237.68435556990596,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-09,['summer_season'],223.0,234.34719290594415,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,['spring_season'],293.0,242.98706310116737,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,"['hajj_season', 'summer_season']",231.0,182.27724760732227,238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-05-01,['ramadan_season'],494.0,433.52746136834566,516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-08,[],161.0,157.32339001528703,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08,['ramadan_season'],454.0,433.8758882447463,519.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,['summer_season'],339.0,326.2252560656719,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,['ramadan_season'],297.0,298.7305719368374,354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-08,[],170.0,161.19792869346068,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,['spring_season'],231.0,235.4735013019741,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-28,[],414.0,417.6223295299464,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,['summer_season'],374.0,378.4568927849388,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
